:@computed_region_csmy_5jwy,:@computed_region_f3tr_pr43,:@computed_region_nwen_78xc,address,city,county_name,effectiveness_of_care_national_comparison,effectiveness_of_care_national_comparison_footnote,efficient_use_of_medical_imaging_national_comparison,efficient_use_of_medical_imaging_national_comparison_footnote,emergency_services,hospital_name,hospital_overall_rating,hospital_overall_rating_footnote,hospital_ownership,hospital_type,location,location_address,location_city,location_state,location_zip,meets_criteria_for_meaningful_use_of_ehrs,mortality_national_comparison,mortality_national_comparison_footnote,patient_experience_national_comparison,patient_experience_national_comparison_footnote,phone_number,phone_number_type,provider_id,readmission_national_comparison,readmission_national_comparison_footnote,safety_of_care_national_comparison,safety_of_care_national_comparison_footnote,state,timeliness_of_care_national_comparison,timeliness_of_care_national_comparison_footnote,zip_code
,,,323 SW 10TH ST,MADISON,LAKE,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,TRUE,MADISON REGIONAL HEALTH SYSTEM,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Voluntary non-profit - Private,Critical Access Hospitals,POINT (-97.118033 43.99140630000001),323 SW 10TH ST,MADISON,SD,,TRUE,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,6052566551,,431300,Same as the national average,,Not Available,Results are not available for this reporting period,SD,Not Available,Results are not available for this reporting period,57042
22,1575,1575,1453 E BERT KOUNS INDUSTRIAL DRIVE,SHREVEPORT,CADDO,Below the national average,,Above the national average,,TRUE,CHRISTUS HEALTH SHREVEPORT - BOSSIER,4,,Voluntary non-profit - Church,Acute Care Hospitals,POINT (-93.718926 32.425962),1453 E BERT KOUNS INDUSTRIAL DRIVE,SHREVEPORT,LA,,TRUE,Same as the national average,,Above the national average,,3186815000,,190041,Same as the national average,,Above the national average,,LA,Same as the national average,,71105
22,1705,1705,210 CHAMPAGNE BOULEVARD,BREAUX BRIDGE,SAINT MARTIN,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,TRUE,ST MARTIN HOSPITAL,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Voluntary non-profit - Private,Critical Access Hospitals,POINT (-91.890851 30.282812),210 CHAMPAGNE BOULEVARD,BREAUX BRIDGE,LA,,TRUE,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,3373322178,,191302,Same as the national average,,Not Available,Results are not available for this reporting period,LA,Not Available,Results are not available for this reporting period,70517
23,2924,2924,919 E 32ND ST,AUSTIN,TRAVIS,Above the national average,,Above the national average,,TRUE,ST DAVID'S MEDICAL CENTER,5,,Voluntary non-profit - Other,Acute Care Hospitals,POINT (-97.72587 30.290447),919 E 32ND ST,AUSTIN,TX,,TRUE,Above the national average,,Above the national average,,5124767111,,450431,Below the national average,,Above the national average,,TX,Same as the national average,,78705
37,2234,2234,321 MULBERRY ST SW,LENOIR,CALDWELL,Same as the national average,,Same as the national average,,TRUE,CALDWELL MEMORIAL HOSPITAL,2,,Voluntary non-profit - Other,Acute Care Hospitals,POINT (-81.536239 35.910633),321 MULBERRY ST SW,LENOIR,NC,,TRUE,Below the national average,,Same as the national average,,8287575100,,340041,Same as the national average,,Below the national average,,NC,Below the national average,,28645
30,1087,1087,1401 W SEMINOLE BLVD,SANFORD,SEMINOLE,Same as the national average,,Same as the national average,,TRUE,CENTRAL FLORIDA REGIONAL HOSPITAL,2,,Proprietary,Acute Care Hospitals,POINT (-81.283577 28.816202),1401 W SEMINOLE BLVD,SANFORD,FL,,TRUE,Same as the national average,,Below the national average,,4073214500,,100161,Below the national average,,Above the national average,,FL,Same as the national average,,32771
6,2978,2978,1615 DELAWARE STREET,LONGVIEW,COWLITZ,Below the national average,,Same as the national average,,TRUE,PEACHEALTH ST JOHN MEDICAL CENTER,3,,Voluntary non-profit - Church,Acute Care Hospitals,POINT (-122.941192 46.130992),1615 DELAWARE STREET,LONGVIEW,WA,,TRUE,Same as the national average,,Below the national average,,3604142000,,500041,Above the national average,,Same as the national average,,WA,Same as the national average,,98632
12,721,721,470 NE A STREET,MADRAS,JEFFERSON,Same as the national average,,Not Available,Results are not available for this reporting period,TRUE,ST CHARLES - MADRAS,3,,Voluntary non-profit - Private,Critical Access Hospitals,POINT (-121.121358 44.637362),470 NE A STREET,MADRAS,OR,,TRUE,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,5414753882,,381324,Same as the national average,,Not Available,Results are not available for this reporting period,OR,Same as the national average,,97741
48,2455,2455,1500 FIFTH AVENUE,MC KEESPORT,ALLEGHENY,Same as the national average,,Not Available,Results are not available for this reporting period,TRUE,UPMC MCKEESPORT,3,,Voluntary non-profit - Private,Acute Care Hospitals,POINT (-79.849218 40.3523),1500 FIFTH AVENUE,MC KEESPORT,PA,,TRUE,Above the national average,,Below the national average,,4126642000,,390002,Same as the national average,,Same as the national average,,PA,Same as the national average,,15132
23,3060,3060,305 NORTH MCKINNEY,SWEENY,BRAZORIA,Same as the national average,,Not Available,Results are not available for this reporting period,TRUE,SWEENY COMMUNITY HOSPITAL,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Government - Hospital District or Authority,Critical Access Hospitals,POINT (-95.691392 29.048514),305 NORTH MCKINNEY,SWEENY,TX,,TRUE,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,9795483311,,451311,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,TX,Same as the national average,,77480
18,2177,2177,100 MEDICAL PLAZA,LAKE SAINT LOUIS,SAINT CHARLES,Same as the national average,,Same as the national average,,TRUE,SSM HEALTH SAINT JOSEPH HOSPITAL-LAKE SAINT LOUIS,3,,Voluntary non-profit - Church,Acute Care Hospitals,POINT (-90.774423 38.803742),100 MEDICAL PLAZA,LAKE SAINT LOUIS,MO,,TRUE,Same as the national average,,Same as the national average,,6366255200,,260200,Same as the national average,,Above the national average,,MO,Same as the national average,,63367
8,1195,1195,2801 ATLANTIC AVE,LONG BEACH,LOS ANGELES,Same as the national average,,Same as the national average,,TRUE,LONG BEACH MEMORIAL MEDICAL CENTER,3,,Voluntary non-profit - Other,Acute Care Hospitals,POINT (-118.185098 33.807107),2801 ATLANTIC AVE,LONG BEACH,CA,,TRUE,Above the national average,,Below the national average,,5629332000,,50485,Same as the national average,,Below the national average,,CA,Below the national average,,90806
48,2461,2461,135 LAFAYETTE AVENUE,PALMERTON,CARBON,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,TRUE,PALMERTON HOSPITAL,Not Available,Results are not available for this reporting period,Voluntary non-profit - Other,Acute Care Hospitals,POINT (-75.615261 40.802158),135 LAFAYETTE AVENUE,PALMERTON,PA,,TRUE,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,6108263141,,390019,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,PA,Not Available,Results are not available for this reporting period,18071
8,1196,1196,9300 VALLEY CHILDRENS PLACE,MADERA,FRESNO,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,TRUE,VALLEY CHILDREN'S HOSPITAL,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Voluntary non-profit - Private,Childrens,POINT (-119.800266 36.884502),9300 VALLEY CHILDRENS PLACE,MADERA,CA,,TRUE,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,5593535116,,53300,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,CA,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,93636
23,3185,3185,1021 HOLDEN STREET,GLEN ROSE,SOMERVELL,Same as the national average,,Same as the national average,,TRUE,GLEN ROSE MEDICAL CENTER,4,,Government - Hospital District or Authority,Acute Care Hospitals,POINT (-97.7454 32.24203),1021 HOLDEN STREET,GLEN ROSE,TX,,TRUE,Same as the national average,,Not Available,Results are not available for this reporting period,2548972215,,450451,Same as the national average,,Not Available,Results are not available for this reporting period,TX,Above the national average,,76043
8,1176,1176,500 FIRST AVENUE,PORTOLA,PLUMAS,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,TRUE,EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Government - Hospital District or Authority,Critical Access Hospitals,POINT (-120.463129 39.806144),500 FIRST AVENUE,PORTOLA,CA,,TRUE,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,5308324277,,51300,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,CA,Not Available,Results are not available for this reporting period,96122
11,2724,2724,4311 EAST LOHMAN AVENUE,LAS CRUCES,DONA ANA,Same as the national average,,Same as the national average,,TRUE,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,3,,Proprietary,Acute Care Hospitals,POINT (-106.728297 32.322639),4311 EAST LOHMAN AVENUE,LAS CRUCES,NM,,TRUE,Same as the national average,,Below the national average,,5755567600,,320085,Below the national average,,Above the national average,,NM,Below the national average,,88011
34,1863,1863,1901 W HARRISON ST,CHICAGO,COOK,Below the national average,,Same as the national average,,FALSE,JOHN H STROGER JR HOSPITAL,2,,Government - Local,Acute Care Hospitals,POINT (-87.674308 41.874041),1901 W HARRISON ST,CHICAGO,IL,,TRUE,Same as the national average,,Below the national average,,3128646000,,140124,Below the national average,,Same as the national average,,IL,Below the national average,,60612
50,1307,1307,1101 W UNIVERSITY DRIVE,ROCHESTER,OAKLAND,Same as the national average,,Same as the national average,,TRUE,CRITTENTON HOSPITAL MEDICAL CENTER,3,,Voluntary non-profit - Private,Acute Care Hospitals,POINT (-83.149228 42.680882),1101 W UNIVERSITY DRIVE,ROCHESTER,MI,,TRUE,Same as the national average,,Same as the national average,,2486525000,,230254,Below the national average,,Same as the national average,,MI,Same as the national average,,48307
22,1582,1582,17000 MEDICAL CENTER DR,BATON ROUGE,EAST BATON ROUGE,Same as the national average,,Below the national average,,TRUE,OCHSNER MEDICAL CENTER - BATON ROUGE,4,,Voluntary non-profit - Private,Acute Care Hospitals,POINT (-91.001513 30.440994),17000 MEDICAL CENTER DR,BATON ROUGE,LA,,TRUE,Same as the national average,,Same as the national average,,2257522470,,190202,Above the national average,,Same as the national average,,LA,Same as the national average,,70816
34,1804,1804,701 EAST ORANGE STREET,HOOPESTON,VERMILION,Not Available,Results are not available for this reporting period,Same as the national average,,TRUE,HOOPESTON COMMUNITY MEMORIAL HOSPITAL,3,,Voluntary non-profit - Private,Critical Access Hospitals,POINT (-87.660086 40.459188),701 EAST ORANGE STREET,HOOPESTON,IL,,TRUE,Same as the national average,,Not Available,Results are not available for this reporting period,2172835531,,141316,Same as the national average,,Not Available,Results are not available for this reporting period,IL,Not Available,Results are not available for this reporting period,60942
32,500,500,303 MEDICAL CENTER DRIVE,BATESVILLE,PANOLA,Same as the national average,,Same as the national average,,TRUE,PANOLA MEDICAL CENTER,3,,Proprietary,Acute Care Hospitals,POINT (-89.916488 34.306319),303 MEDICAL CENTER DRIVE,BATESVILLE,MS,,TRUE,Same as the national average,,Same as the national average,,6625635611,,250128,Same as the national average,,Not Available,Results are not available for this reporting period,MS,Above the national average,,38606
34,1863,1863,45 W 111TH STREET,CHICAGO,COOK,Same as the national average,,Not Available,Results are not available for this reporting period,TRUE,ROSELAND COMMUNITY HOSPITAL,2,,Voluntary non-profit - Other,Acute Care Hospitals,POINT (-87.624734 41.692562),45 W 111TH STREET,CHICAGO,IL,,TRUE,Same as the national average,,Below the national average,,7739953000,,140068,Same as the national average,,Same as the national average,,IL,Below the national average,,60628
